2025-07-25T10:22:11.408Z CLI debug [testhub:service]     loaded module: _0x3fb340
2025-07-25T10:22:11.409Z CLI debug [instrumentation:service]     loaded module: instrumentation:module
2025-07-25T10:22:11.409Z CLI debug [observability:service]     loaded module: observability:module
2025-07-25T10:22:11.409Z CLI debug [accessibility:service]     loaded module: accessibility:module
2025-07-25T10:22:11.410Z CLI debug [ai:service]     loaded module: _0x1f4d92
2025-07-25T10:22:11.410Z CLI debug [percy:service]     loaded module: _0x35feb0
2025-07-25T10:22:11.411Z CLI debug [local:service]     loaded module: _0xe6a78a
2025-07-25T10:22:11.411Z CLI debug [appautomate:service]     loaded module: appautomate:module
2025-07-25T10:22:11.479Z CLI debug [main]     Starting main function execution
2025-07-25T10:22:11.482Z CLI debug [main]     Executing CLI
2025-07-25T10:36:43.554Z CLI debug [testhub:service]     loaded module: _0x3fb340
2025-07-25T10:36:43.555Z CLI debug [instrumentation:service]     loaded module: instrumentation:module
2025-07-25T10:36:43.555Z CLI debug [observability:service]     loaded module: observability:module
2025-07-25T10:36:43.555Z CLI debug [accessibility:service]     loaded module: accessibility:module
2025-07-25T10:36:43.555Z CLI debug [ai:service]     loaded module: _0x1f4d92
2025-07-25T10:36:43.556Z CLI debug [percy:service]     loaded module: _0x35feb0
2025-07-25T10:36:43.556Z CLI debug [local:service]     loaded module: _0xe6a78a
2025-07-25T10:36:43.556Z CLI debug [appautomate:service]     loaded module: appautomate:module
2025-07-25T10:36:43.630Z CLI debug [main]     Starting main function execution
2025-07-25T10:36:43.631Z CLI debug [main]     Executing CLI
2025-07-25T10:36:45.161Z CLI debug [testhub:service]     loaded module: _0x3fb340
2025-07-25T10:36:45.162Z CLI debug [instrumentation:service]     loaded module: instrumentation:module
2025-07-25T10:36:45.162Z CLI debug [observability:service]     loaded module: observability:module
2025-07-25T10:36:45.162Z CLI debug [accessibility:service]     loaded module: accessibility:module
2025-07-25T10:36:45.163Z CLI debug [ai:service]     loaded module: _0x1f4d92
2025-07-25T10:36:45.163Z CLI debug [percy:service]     loaded module: _0x35feb0
2025-07-25T10:36:45.164Z CLI debug [local:service]     loaded module: _0xe6a78a
2025-07-25T10:36:45.164Z CLI debug [appautomate:service]     loaded module: appautomate:module
2025-07-25T10:36:45.234Z CLI debug [main]     Starting main function execution
2025-07-25T10:36:45.236Z CLI debug [main]     Generated binSessionId: a6b73889-5b10-4a32-9068-8dc1813148fc
2025-07-25T10:36:45.244Z CLI debug [main]     Resolved listen address: 127.0.0.1:5400
2025-07-25T10:36:45.271Z CLI info [main]     Server listening on port: 5400
2025-07-25T10:36:45.272Z CLI debug     [2025-07-25T10:36:45.271Z][ OBSERVABILITY ] Monitoring has started
2025-07-25T10:36:45.989Z CLI info     Config : {"userName":"rishikhanna_pe6DWF","accessKey":"Xcsw9p8RgpyzbtgXrSvo","projectName":"Translator","buildName":"browserstack build","buildIdentifier":"#${BUILD_NUMBER}","framework":"testng","platforms":[{"os":"OS X","osVersion":"Big Sur","browserName":"Chrome","browserVersion":"latest"},{"os":"Windows","osVersion":10,"browserName":"Edge","browserVersion":"latest"},{"deviceName":"Samsung Galaxy S22 Ultra","browserName":"chrome","osVersion":12}],"parallelsPerPlatform":1,"source":"java:eclipse:v1.0.10","browserstackLocal":true,"debug":false,"networkLogs":false,"consoleLogs":"errors","testObservability":true}
2025-07-25T10:36:46.025Z CLI debug [observability:git]     Unable to find a Git directory
2025-07-25T10:36:46.027Z CLI debug [sdk:service]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  StartBinSession details: {"binSessionId":"a6b73889-5b10-4a32-9068-8dc1813148fc","sdkVersion":"1.38.1","pathProject":"C:\\Users\\bhavs\\OneDrive\\Documents\\bs_fr\\translator","pathConfig":"C:\\Users\\bhavs\\OneDrive\\Documents\\bs_fr\\translator\\browserstack.yml","envVars":{"USERDOMAIN_ROAMINGPROFILE":"DESKTOP-U7APJPA","BROWSERSTACK_WRITABLE_DIR":"C:\\Users\\bhavs\\.browserstack\\cli","PROCESSOR_LEVEL":"6","EFC_34412_2775293581":"1","SESSIONNAME":"Console","ALLUSERSPROFILE":"C:\\ProgramData","PROCESSOR_ARCHITECTURE":"AMD64","EFC_34412_2283032206":"1","PSModulePath":"C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules","SystemDrive":"C:","MAVEN_HOME":"C:\\Users\\bhavs\\Downloads\\apache-maven-3.8.5-bin\\apache-maven-3.8.5","USERNAME":"bhavs","ProgramFiles(x86)":"C:\\Program Files (x86)","EFC_34412_1592913036":"1","FPS_BROWSER_USER_PROFILE_STRING":"Default","PATHEXT":".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC","DriverData":"C:\\Windows\\System32\\Drivers\\DriverData","BROWSERSTACK_EXEC_SOURCE":"eclipse/1.0.10","ProgramData":"C:\\ProgramData","ProgramW6432":"C:\\Program Files","HOMEPATH":"\\Users\\bhavs","PROCESSOR_IDENTIFIER":"Intel64 Family 6 Model 140 Stepping 2, GenuineIntel","ProgramFiles":"C:\\Program Files","PUBLIC":"C:\\Users\\Public","windir":"C:\\WINDOWS","=::":"::\\","ZES_ENABLE_SYSMAN":"1","IGCCSVC_DB":"AQAAANCMnd8BFdERjHoAwE/Cl+sBAAAAuMZ4nAkO3U234u/iqy0GXwQAAAACAAAAAAAQZgAAAAEAACAAAAAiXVYPCm0201Z8DrzkGwprkoBO+6rUfMi6OF52q3MJUwAAAAAOgAAAAAIAACAAAAB4MwthqCZ8g0xKBJ2+vIOvvvm1CyFGL7n/tYcVe8ze6mAAAADTz6LiE4d7y4Cr/BOEJ5HezOWYb0/6vTSnMW5Kwbz/8QR+BMmgf55vIYAnfJU1RBthqEhHzHX2TDTa4KK7xgZR4/ht9+5OGDBreHTK/Iiq3IMiC338qpweZPwyvvOcHMVAAAAAWM+X8bjbIJWJJ+HHauhcPDqI/8nMd/BTTKoHFn09nqs/uNgZ9SPHR5dPO68yZ5n/4Zv3/dvroZkrvpIn50Olow==","LOCALAPPDATA":"C:\\Users\\bhavs\\AppData\\Local","ChocolateyLastPathUpdate":"132962946589557506","USERDOMAIN":"DESKTOP-U7APJPA","FPS_BROWSER_APP_PROFILE_STRING":"Internet Explorer","LOGONSERVER":"\\\\DESKTOP-U7APJPA","EFC_34412_1262719628":"1","JAVA_HOME":"C:\\Program Files\\Java\\jdk-11.0.13","OneDrive":"C:\\Users\\bhavs\\OneDrive","APPDATA":"C:\\Users\\bhavs\\AppData\\Roaming","ChocolateyInstall":"C:\\ProgramData\\chocolatey","CommonProgramFiles":"C:\\Program Files\\Common Files","Path":"C:/Users/bhavs/.p2/pool/plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.7.v20250502-0916/jre/bin/server;C:/Users/bhavs/.p2/pool/plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.7.v20250502-0916/jre/bin;C:\\Program Files\\Common Files\\Oracle\\Java\\javapath;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\Java\\jdk-11.0.13;C:\\Users\\bhavs\\Downloads\\apache-maven-3.8.5-bin\\apache-maven-3.8.5\\bin;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\ProgramData\\chocolatey\\bin;C:\\Program Files\\Docker\\Docker\\resources\\bin;C:\\ProgramData\\DockerDesktop\\version-bin;C:\\Program Files\\PuTTY\\;C:\\Program Files\\Amazon\\AWSCLIV2\\;C:\\Program Files\\Amazon\\AWSCLIV2;C:\\Program Files\\MySQL\\MySQL Shell 8.0\\bin\\;C:\\Users\\bhavs\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\bhavs\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\bhavs\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\bhavs\\AppData\\Roaming\\npm;C:\\Program Files\\Amazon\\AWSCLIV2;;C:\\Users\\bhavs\\eclipse\\java-2025-06\\eclipse;","OS":"Windows_NT","COMPUTERNAME":"DESKTOP-U7APJPA","PROCESSOR_REVISION":"8c02","CommonProgramW6432":"C:\\Program Files\\Common Files","ComSpec":"C:\\WINDOWS\\system32\\cmd.exe","EFC_34412_3789132940":"1","SystemRoot":"C:\\WINDOWS","TEMP":"C:\\Users\\bhavs\\AppData\\Local\\Temp","HOMEDRIVE":"C:","USERPROFILE":"C:\\Users\\bhavs","TMP":"C:\\Users\\bhavs\\AppData\\Local\\Temp","CommonProgramFiles(x86)":"C:\\Program Files (x86)\\Common Files","NUMBER_OF_PROCESSORS":"8"},"frameworks":["selenium-java","appium-java"],"frameworkVersions":{"selenium-java":"4.33.0","appium-java":"","TestNG":"7.4.0"},"language":"java","testFramework":"TestNG","id":"a6b73889-5b10-4a32-9068-8dc1813148fc","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","projectName":"Translator","buildName":"browserstack build","buildIdentifier":"#${BUILD_NUMBER}","framework":"testng","platforms":[{"os":"OS X","osVersion":"Big Sur","browserName":"Chrome","browserVersion":"latest"},{"os":"Windows","osVersion":10,"browserName":"Edge","browserVersion":"latest"},{"deviceName":"Samsung Galaxy S22 Ultra","browserName":"chrome","osVersion":12}],"parallelsPerPlatform":1,"source":"java:eclipse:v1.0.10","browserstackLocal":true,"debug":false,"networkLogs":false,"consoleLogs":"errors","testObservability":true,"accessibility":null,"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"testContextOptions":{"skipSessionStatus":false,"skipSessionName":false},"browserStackLocalOptions":{"localIdentifier":"Jul_25_1606_DESKTOP-U7APJPA_wt6n","key":"[REDACTED]","skipBinaryInitialisation":false}},"ciInfo":{"build_number":null},"versionControlInfo":{},"hostInfo":{"hostname":"DESKTOP-U7APJPA","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"sdkLanguage":"java","data":{},"isAppAutomate":false,"browserstackSDK":"TestNG-javaagent/1.38.1","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false},"cliArgs":[]}
2025-07-25T10:36:46.027Z CLI info [testhub:module]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  Starting testhub from 17880:0
2025-07-25T10:36:46.028Z CLI info [testhub:module]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  startBuild: payload=

{"started_at":"2025-07-25T10:36:46.028Z","host_info":{"hostname":"DESKTOP-U7APJPA","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"ci_info":{"build_number":null},"version_control":{},"project_name":"Translator","name":"browserstack build","build_identifier":"#${BUILD_NUMBER}","build_run_identifier":null,"description":"","tags":[],"failed_tests_rerun":false,"accessibility":{"settings":{}},"framework_details":{"frameworkName":"TestNG","frameworkVersion":"7.4.0","sdkVersion":"1.38.1","cliVersion":"1.6.0","language":"java","testFramework":{"name":"selenium","version":"4.33.0"},"source":"java:eclipse:v1.0.10"},"product_map":{"observability":true,"accessibility":null,"percy":false,"automate":true,"app_automate":false},"browserstackAutomation":true}
2025-07-25T10:36:46.029Z CLI info  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  [PRODUCTION] Making POST request to https://sdk.browserstack.com
2025-07-25T10:36:46.029Z CLI debug [core:http]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  Sending request to https://sdk.browserstack.com/api/v1/build/start
2025-07-25T10:36:46.101Z CLI debug  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  Not Needed to write this in file sdk:cli:startBinSession {"name":"sdk:cli:startBinSession","entryType":"measure","startTime":1074.825500011444,"duration":43.6353999376297,"detail":null,"success":true,"failure":null,"worker":17880}
2025-07-25T10:36:46.810Z CLI debug [core:http]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  Response from https://sdk.browserstack.com/api/v1/build/start: 200 OK
2025-07-25T10:36:46.811Z CLI info [testhub:module]  [rishikhanna_pe6DWF]   [a6b73889-5b10-4a32-9068-8dc1813148fc]  startBuild: response=bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj
2025-07-25T10:36:46.812Z CLI debug [testhub:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart: a6b73889-5b10-4a32-9068-8dc1813148fc
2025-07-25T10:36:46.813Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Firing CLI event for funnel data at sdk/v1/event
2025-07-25T10:36:46.813Z CLI debug [instrumentation:funnel]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Sending request to sdk/v1/event
2025-07-25T10:36:46.813Z CLI info  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  [PRODUCTION] Making POST request to https://api.browserstack.com
2025-07-25T10:36:46.813Z CLI debug [core:http]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Sending request to https://api.browserstack.com/sdk/v1/event
2025-07-25T10:36:46.813Z CLI debug [instrumentation:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Instrumentation onStart: a6b73889-5b10-4a32-9068-8dc1813148fc
2025-07-25T10:36:46.814Z CLI debug [observability:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart: a6b73889-5b10-4a32-9068-8dc1813148fc language=java
2025-07-25T10:36:46.815Z CLI debug [ai:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart: enabled=false isAuthenticated=undefined
2025-07-25T10:36:46.815Z CLI debug [percy:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart: enabled=false configured=false
2025-07-25T10:36:46.816Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Sanitizing local args: {"localIdentifier":"Jul_25_1606_DESKTOP-U7APJPA_wt6n","key":"[REDACTED]","skipBinaryInitialisation":false}
2025-07-25T10:36:46.861Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Need to write this in file sdk:testhub
2025-07-25T10:36:46.863Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  lock attaned.
2025-07-25T10:36:46.866Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Not Needed to write this in file request:https://sdk.browserstack.com/api/v1/build/start {"name":"request:https://sdk.browserstack.com/api/v1/build/start","entryType":"measure","startTime":1121.9086999893188,"duration":781.4211000204086,"detail":null,"success":true,"failure":null,"worker":17880}
2025-07-25T10:36:46.866Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Need to write this in file sdk:percy
2025-07-25T10:36:46.867Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Need to write this in file sdk:proxy-setup
2025-07-25T10:36:46.928Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  lock attaned.
2025-07-25T10:36:46.990Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  lock attaned.
2025-07-25T10:36:47.234Z CLI debug [core:http]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Response from https://api.browserstack.com/sdk/v1/event: 200 OK
2025-07-25T10:36:47.234Z CLI debug [instrumentation:funnel]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Response from sdk/v1/event: 200
2025-07-25T10:36:47.234Z CLI debug [instrumentation:funnel]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  API Event response - {"data":{"message":"SDK Event recorded successfully"},"body":"{\"message\":\"SDK Event recorded successfully\"}","statusCode":200}
2025-07-25T10:36:47.235Z CLI debug  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Not Needed to write this in file request:https://api.browserstack.com/sdk/v1/event {"name":"request:https://api.browserstack.com/sdk/v1/event","entryType":"measure","startTime":1906.3919999599457,"duration":420.8779000043869,"detail":null,"success":true,"failure":null,"worker":17880}
2025-07-25T10:36:52.558Z CLI debug [local:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart: a6b73889-5b10-4a32-9068-8dc1813148fc localIdentifier=Jul_25_1606_DESKTOP-U7APJPA_wt6n
2025-07-25T10:36:52.559Z CLI debug [app-automate:module]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  App handling disabled.
2025-07-25T10:36:52.559Z CLI debug [sdk:service]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  onStart hook invoked successfully.
2025-07-25T10:36:52.559Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Starting to generate capabilities for all platforms.
2025-07-25T10:36:52.559Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Total platforms to configure: 3
2025-07-25T10:36:52.559Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Processing platform: 0
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Generated capabilities for platform 0:, {"browserName":"Chrome","browserVersion":"latest","bstack:options":{"userName":"[REDACTED]","accessKey":"[REDACTED]","projectName":"Translator","buildName":"browserstack build","buildIdentifier":"#${BUILD_NUMBER}","source":"java:eclipse:v1.0.10","debug":false,"networkLogs":false,"consoleLogs":"errors","os":"OS X","osVersion":"Big Sur","browserName":"Chrome","browserVersion":"latest","hostName":"DESKTOP-U7APJPA","browserstackSDK":"TestNG-javaagent/1.38.1","buildProductMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false},"useW3C":true,"accessibilityOptions":{}}}
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Capabilities set for platform 0
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Processing platform: 1
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Generated capabilities for platform 1:, {"browserName":"Edge","browserVersion":"latest","bstack:options":{"userName":"[REDACTED]","accessKey":"[REDACTED]","projectName":"Translator","buildName":"browserstack build","buildIdentifier":"#${BUILD_NUMBER}","source":"java:eclipse:v1.0.10","debug":false,"networkLogs":false,"consoleLogs":"errors","os":"Windows","osVersion":10,"browserName":"Edge","browserVersion":"latest","hostName":"DESKTOP-U7APJPA","browserstackSDK":"TestNG-javaagent/1.38.1","buildProductMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false},"useW3C":true,"accessibilityOptions":{}}}
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Capabilities set for platform 1
2025-07-25T10:36:52.561Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Processing platform: 2
2025-07-25T10:36:52.562Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Generated capabilities for platform 2:, {"browserName":"chrome","bstack:options":{"userName":"[REDACTED]","accessKey":"[REDACTED]","projectName":"Translator","buildName":"browserstack build","buildIdentifier":"#${BUILD_NUMBER}","source":"java:eclipse:v1.0.10","debug":false,"networkLogs":false,"consoleLogs":"errors","deviceName":"Samsung Galaxy S22 Ultra","browserName":"chrome","osVersion":12,"hostName":"DESKTOP-U7APJPA","browserstackSDK":"TestNG-javaagent/1.38.1","buildProductMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false},"useW3C":true,"accessibilityOptions":{}}}
2025-07-25T10:36:52.562Z CLI debug [core:bin-session]  [rishikhanna_pe6DWF]  [bfhklv6vlscngt581gjjiptiw8s7g2iwgug2cndj]  [a6b73889-5b10-4a32-9068-8dc1813148fc]  Capabilities set for platform 2
